article:ID;author:string[];author-aux:string;author-orcid:string[];booktitle:string;cdate:date;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];journal:string;key:string;mdate:date;month:string;note:string[];note-label:string;note-type:string[];number:string;pages:string;publisher:string;publnr:string;publtype:string;stream:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string[];url:string[];volume:string;year:int
7995578;Defeng Sun|Gongyun Zhao|Zheng-Hai Huang;;0000-0003-0481-272X;;;;;;;;;https://doi.org/10.1007/s10589-006-6512-7;;;Comput. Optim. Appl.;journals/coap/HuangSZ06;2020-07-14;;;;;2;199-237;;;;;;;A Smoothing Newton-Type Algorithm of Stronger Convergence for the Quadratically Constrained Convex Quadratic Programming.;;;db/journals/coap/coap35.html#HuangSZ06;35;2006.0
7995579;J. Ben Rosen|Olvi L. Mangasarian|Paul S. Bradley;;;;;;;;;;;https://doi.org/10.1023/A:1018361916442;;;Comput. Optim. Appl.;journals/coap/BradleyMR98;2020-07-14;;;;;1;5-21;;;;;;;Parsimonious Least Norm Approximation.;;;db/journals/coap/coap11.html#BradleyMR98;11;1998.0
7995580;Blas Pelegrín|Lázaro Cánovas;;;;;;;;;;;https://doi.org/10.1023/A:1018334220639;;l|pb;Comput. Optim. Appl.;journals/coap/PelegrinC98;2020-07-14;;;;;1;85-97;;;;;;;The Minimum Covering ;;;db/journals/coap/coap9.html#PelegrinC98;9;1998.0
7995581;Cesare Molinari|Lorenzo Rosasco|Marco Rando|Silvia Villa;;0009-0008-3839-1429;;;;;;;;;https://doi.org/10.1007/s10589-024-00616-1;;;Comput. Optim. Appl.;journals/coap/RandoMVR24;2024-12-22;December;;;;3;691-727;;;;streams/journals/coap;;;Stochastic zeroth order descent with structured directions.;;;db/journals/coap/coap89.html#RandoMVR24;89;2024.0
7995582;Antonio Sedeño-Noda|Carlos González-Martín;;0000-0003-0681-4585;;;;;;;;;https://doi.org/10.1007/s10589-007-9144-7;;;Comput. Optim. Appl.;journals/coap/Sedeno-NodaG09;2020-07-14;;;;;3;437-448;;;;;;;New efficient shortest path simplex algorithm: pseudo permanent labels instead of permanent labels.;;;db/journals/coap/coap43.html#Sedeno-NodaG09;43;2009.0
7995583;Zvi Artstein;;;;;;;;;;;https://doi.org/10.1007/s10589-022-00412-9|https://www.wikidata.org/entity/Q114227009;;;Comput. Optim. Appl.;journals/coap/Artstein23;2025-01-19;December;;;;3;871-884;;;;;;;Linear singularly perturbed systems without slow-fast split.;;;db/journals/coap/coap86.html#Artstein23;86;2023.0
7995584;Petra Renáta Rigó|Zsolt Darvay;;0000-0003-1094-9837;;;;;;;;;https://doi.org/10.1007/s10589-018-0012-4|https://www.wikidata.org/entity/Q129721808;;;Comput. Optim. Appl.;journals/coap/RigoD18;2025-01-19;;;;;2;483-508;;;;;;;Infeasible interior-point method for symmetric optimization using a positive-asymptotic barrier.;;;db/journals/coap/coap71.html#RigoD18;71;2018.0
7995585;Jefferson G. Melo|Renato D. C. Monteiro|Weiwei Kong;;0000-0002-4700-619X;;;;;;;;;https://doi.org/10.1007/s10589-020-00188-w;;;Comput. Optim. Appl.;journals/coap/KongMM20;2022-10-02;;;;;2;305-346;;;;;;;An efficient adaptive accelerated inexact proximal point method for solving linearly constrained nonconvex composite problems.;;;db/journals/coap/coap76.html#KongMM20;76;2020.0
7995586;Minmin Chen|Yixin Chen 0001;;;;;;;;;;;https://doi.org/10.1007/s10589-008-9208-3;;;Comput. Optim. Appl.;journals/coap/ChenC10;2023-01-12;;;;;1;33-59;;;;;;;Extended duality for nonlinear programming.;;;db/journals/coap/coap47.html#ChenC10;47;2010.0
7995587;Emerson V. Castelani|Felipe Fidalgo|Guilherme Philippi;;0000-0003-2243-8081|0009-0009-1668-3989;;;;;;;;;https://doi.org/10.1007/s10589-023-00526-8;;;Comput. Optim. Appl.;journals/coap/FidalgoCP24;2025-09-06;March;;;;2;501-530;;;;;;;A numerical-and-computational study on the impact of using quaternions in the branch-and-prune algorithm for exact discretizable distance geometry problems.;;;db/journals/coap/coap87.html#FidalgoCP24;87;2024.0
7995588;Shiqi Xu|Ting Kei Pong|Yongle Zhang 0003;;0000-0001-5862-2986;;;;;;;;;https://doi.org/10.1007/s10589-025-00680-1;;;Comput. Optim. Appl.;journals/coap/ZhangPX25;2025-12-03;July;;;;3;1185-1225;;;;streams/journals/coap;;;An extended sequential quadratic method with extrapolation.;;;db/journals/coap/coap91.html#ZhangPX25;91;2025.0
7995589;Martin Seydenschwanz;;;;;;;;;;;https://doi.org/10.1007/s10589-015-9730-z;;;Comput. Optim. Appl.;journals/coap/Seydenschwanz15;2020-07-14;;;;;3;731-760;;;;;;;Convergence results for the discrete regularization of linear-quadratic control problems with bang-bang solutions.;;;db/journals/coap/coap61.html#Seydenschwanz15;61;2015.0
7995590;Shuai Liu 0004;;0000-0002-0357-9121;;;;;;;;;https://doi.org/10.1007/s10589-018-0048-5;;;Comput. Optim. Appl.;journals/coap/Liu19;2020-07-14;;;;;2;391-412;;;;;;;A simple version of bundle method with linear programming.;;;db/journals/coap/coap72.html#Liu19;72;2019.0
7995591;Jianlin Jiang|Xiaoming Yuan 0001;;0000-0002-6900-6983;;;;;;;;;https://doi.org/10.1007/s10589-010-9392-9;;;Comput. Optim. Appl.;journals/coap/JiangY12;2021-12-09;;;;;3;1275-1295;;;;;;;A Barzilai-Borwein-based heuristic algorithm for locating multiple facilities with regional demand.;;;db/journals/coap/coap51.html#JiangY12;51;2012.0
7995592;Felix F. Wu|Liqun Qi 0001|Soon-Yi Wu|Xiaojiao Tong;;0000-0002-1112-5250;;;;;;;;;https://doi.org/10.1007/s10589-010-9348-0;;;Comput. Optim. Appl.;journals/coap/TongQWW12;2020-07-14;;;;;1;175-197;;;;;;;A smoothing SQP method for nonlinear programs with stability constraints arising from power systems.;;;db/journals/coap/coap51.html#TongQWW12;51;2012.0
7995593;Xavier Blanc 0002;;;;;;;;;;;https://doi.org/10.1023/B:COAP.0000039486.97389.87;;;Comput. Optim. Appl.;journals/coap/Blanc04;2023-09-12;;;;;1;5-12;;;;;;;Lower Bound for the Interatomic Distance in Lennard-Jones Clusters.;;;db/journals/coap/coap29.html#Blanc04;29;2004.0
7995594;Kouichi Taji|Motohiro Miyamoto;;;;;;;;;;;https://doi.org/10.1023/A:1014886302772;;;Comput. Optim. Appl.;journals/coap/TajiM02;2020-07-14;;;;;1;81-101;;;;;;;A Globally Convergent Smoothing Newton Method for Nonsmooth Equations and Its Application to Complementarity Problems.;;;db/journals/coap/coap22.html#TajiM02;22;2002.0
7995595;Christopher Ryll|Eduardo Casas|Fredi Tröltzsch;;0000-0002-7679-3233|0000-0002-8364-9416;;;;;;;;;https://doi.org/10.1007/s10589-018-9986-1;;;Comput. Optim. Appl.;journals/coap/CasasRT18;2023-09-30;;;;;3;677-707;;;;;;;Optimal control of a class of reaction-diffusion systems.;;;db/journals/coap/coap70.html#CasasRT18;70;2018.0
7995596;Alessio Sortino|Fabio Schoen|Leonardo Di Gangi|Matteo Lapucci;;0000-0002-2488-5486|0000-0002-3971-3441|0000-0002-9634-278X|0000-0003-1160-7572;;;;;;;;;https://doi.org/10.1007/s10589-019-00134-5|https://www.wikidata.org/entity/Q127218250;;;Comput. Optim. Appl.;journals/coap/GangiLSS19;2025-01-19;;;;;3;919-948;;;;;;;An efficient optimization approach for best subset selection in linear regression, with application to model selection and fitting in autoregressive time-series.;;;db/journals/coap/coap74.html#GangiLSS19;74;2019.0
7995597;Wei Bian|Xin Qu;;0000-0003-4252-047X;;;;;;;;;https://doi.org/10.1007/s10589-022-00388-6;;;Comput. Optim. Appl.;journals/coap/QuB22;2022-08-25;;;;;1;287-317;;;;;;;Fast inertial dynamic algorithm with smoothing method for nonsmooth convex optimization.;;;db/journals/coap/coap83.html#QuB22;83;2022.0
7995598;Anil V. Rao|Elisha R. Pager;;0000-0001-9038-7701;;;;;;;;;https://doi.org/10.1007/s10589-022-00350-6;;;Comput. Optim. Appl.;journals/coap/PagerR22;2022-04-01;;;;;3;857-887;;;;;;;Method for solving bang-bang and singular optimal control problems using adaptive Radau collocation.;;;db/journals/coap/coap81.html#PagerR22;81;2022.0
7995599;Anand Subramanian 0001|Gilberto Farias de Sousa Filho|Lucídio dos Anjos F. Cabral|Teobaldo L. Bulhões Júnior;;0000-0001-9431-3750|0000-0002-9244-9969;;;;;;;;;https://doi.org/10.1007/s10589-017-9893-x;;p;Comput. Optim. Appl.;journals/coap/JuniorSFC17;2020-10-26;;;;;2;293-316;;;;;;;Branch-and-price for ;;;db/journals/coap/coap67.html#JuniorSFC17;67;2017.0
7995600;Daniela Calvetti|Erkki Somersalo;;0000-0001-5696-718X;;;;;;;;;https://doi.org/10.1007/s10589-025-00675-y;;;Comput. Optim. Appl.;journals/coap/CalvettiS25;2025-05-31;June;;;;2;541-572;;;;streams/journals/coap;;;Distributed Tikhonov regularization for ill-posed inverse problems from a Bayesian perspective.;;;db/journals/coap/coap91.html#CalvettiS25;91;2025.0
7995601;Paul Armand;;;;;;;;;;;https://doi.org/10.1023/A:1025589804531;;;Comput. Optim. Appl.;journals/coap/Armand03;2020-07-14;;;;;1;5-34;;;;;;;A Quasi-Newton Penalty Barrier Method for Convex Minimization Problems.;;;db/journals/coap/coap26.html#Armand03;26;2003.0
7995602;Takayuki Okuno;;0000-0003-2178-1494;;;;;;;;;https://doi.org/10.1007/s10589-024-00562-y;;;Comput. Optim. Appl.;journals/coap/Okuno24;2024-05-31;June;;;;2;677-718;;;;;;;Local convergence of primal-dual interior point methods for nonlinear semidefinite optimization using the Monteiro-Tsuchiya family of search directions.;;;db/journals/coap/coap88.html#Okuno24;88;2024.0
7995603;Bernd Kummer|Diethard Klatte;;;;;;;;;;;https://doi.org/10.1023/A:1008648605071;;;Comput. Optim. Appl.;journals/coap/KlatteK99;2020-07-14;;;;;1-3;61-85;;;;;;;Generalized Kojima-Functions and Lipschitz Stability of Critical Points.;;;db/journals/coap/coap13.html#KlatteK99;13;1999.0
7995604;David Schindl|Nicolas Zufferey|Olivier Labarthe;;0000-0002-7009-5530;;;;;;;;;https://doi.org/10.1007/s10589-010-9380-0;;;Comput. Optim. Appl.;journals/coap/ZuffereyLS12;2020-07-14;;;;;3;1231-1252;;;;;;;Heuristics for a project management problem with incompatibility and assignment costs.;;;db/journals/coap/coap51.html#ZuffereyLS12;51;2012.0
7995605;Min Tao|Xiaoming Yuan 0001;;0000-0003-4750-2959;;;;;;;;;https://doi.org/10.1007/s10589-018-9992-3;;;Comput. Optim. Appl.;journals/coap/TaoY18;2023-04-11;;;;;3;827-839;;;;;;;The generalized proximal point algorithm with step size 2 is not necessarily convergent.;;;db/journals/coap/coap70.html#TaoY18;70;2018.0
7995606;Chengbo Li|Hong Jiang 0002|Wotao Yin|Yin Zhang 0010;;0000-0001-6697-9731;;;;;;;;;https://doi.org/10.1007/s10589-013-9576-1;;;Comput. Optim. Appl.;journals/coap/LiYJZ13;2023-03-09;;;;;3;507-530;;;;;;;An efficient augmented Lagrangian method with applications to total variation minimization.;;;db/journals/coap/coap56.html#LiYJZ13;56;2013.0
7995607;Jordi Castro 0001;;0000-0003-3573-4568;;;;;;;;;https://doi.org/10.1007/s10589-006-9000-1;;;Comput. Optim. Appl.;journals/coap/Castro07;2023-05-25;;;;;2-3;195-219;;;;;;;An interior-point approach for primal block-angular problems.;;;db/journals/coap/coap36.html#Castro07;36;2007.0
7995608;Gabor T. Herman|Patrick L. Combettes|Ran Davidi|Wei Chen|Yair Censor;;0000-0001-9730-5932|0000-0003-2247-818X;;;;;;;;;https://doi.org/10.1007/s10589-011-9401-7;;;Comput. Optim. Appl.;journals/coap/CensorCCDH12;2022-06-23;;;;;3;1065-1088;;;;;;;On the effectiveness of projection methods for convex feasibility problems with linear inequality constraints.;;;db/journals/coap/coap51.html#CensorCCDH12;51;2012.0
7995609;A. K. Sarkar|P. K. Chaudhuri;;;;;;;;;;;https://doi.org/10.1007/BF00248010;;;Comput. Optim. Appl.;journals/coap/SarkarC96;2020-07-14;;;;;1;73-82;;;;;;;Solution of an equiweighted minimax location problem on a hemisphere.;;;db/journals/coap/coap6.html#SarkarC96;6;1996.0
7995610;Csaba I. Fábián|Krisztián Eretnek|Olga Papp;;;;;;;;;;;https://doi.org/10.1007/s10589-013-9562-7;;;Comput. Optim. Appl.;journals/coap/FabianPE13;2020-07-14;;;;;2;343-368;;;;;;;Implementing the simplex method as a cutting-plane method, with a view to regularization.;;;db/journals/coap/coap56.html#FabianPE13;56;2013.0
7995611;Daniel P. Robinson|Frank E. Curtis|Zheng Han;;0000-0001-7214-9187;;;;;;;;;https://doi.org/10.1007/s10589-014-9681-9;;;Comput. Optim. Appl.;journals/coap/CurtisHR15;2020-09-05;;;;;2;311-341;;;;;;;A globally convergent primal-dual active-set framework for large-scale convex quadratic optimization.;;;db/journals/coap/coap60.html#CurtisHR15;60;2015.0
7995612;Krzysztof Walkowiak;;0000-0003-1686-3110;;;;;;;;;https://doi.org/10.1023/B:COAP.0000008650.91314.59;;;Comput. Optim. Appl.;journals/coap/Walkowiak04;2020-07-14;;;;;2;149-171;;;;;;;A Branch and Bound Algorithm for Primary Routes Assignment in Survivable Connection Oriented Networks.;;;db/journals/coap/coap27.html#Walkowiak04;27;2004.0
7995613;Le Han|Zhikai Yang;;;;;;;;;;;https://doi.org/10.1007/s10589-022-00427-2;;;Comput. Optim. Appl.;journals/coap/YangH23;2023-02-23;March;;;;2;477-508;;;;;;;A global exact penalty for rank-constrained optimization problem and applications.;;;db/journals/coap/coap84.html#YangH23;84;2023.0
7995614;Andrew Miller|James R. Luedtke|Jeff T. Linderoth|Mustafa R. Kilinç;;;;;;;;;;;https://doi.org/10.1007/s10589-014-9690-8;;;Comput. Optim. Appl.;journals/coap/KilincLLM14;2020-07-14;;;;;3;639-665;;;;;;;Strong-branching inequalities for convex mixed integer nonlinear programs.;;;db/journals/coap/coap59.html#KilincLLM14;59;2014.0
7995615;Kim-Chuan Toh;;;;;;;;;;;https://doi.org/10.1023/A:1013777203597;;;Comput. Optim. Appl.;journals/coap/Toh02a;2020-07-14;;;;;3;301-310;;;;;;;A Note on the Calculation of Step-Lengths in Interior-Point Methods for Semidefinite Programming.;;;db/journals/coap/coap21.html#Toh02a;21;2002.0
7995616;Jinyun Yuan;;;;;;;;;;;https://doi.org/10.1007/s10589-023-00499-8;;;Comput. Optim. Appl.;journals/coap/Yuan23;2023-07-17;July;;;;3;681-682;;;;;;;Preface to the 5th Brazil-China Symposium on Applied and Computational Mathematics.;;;db/journals/coap/coap85.html#Yuan23;85;2023.0
7995617;Liaoyuan Zeng|Ting Kei Pong;;0000-0001-5862-2986;;;;;;;;;https://doi.org/10.1007/s10589-021-00341-z;;;Comput. Optim. Appl.;journals/coap/ZengP22;2022-02-23;;;;;2;337-368;;;;;;;ρ-regularization subproblems: strong duality and an eigensolver-based algorithm.;;;db/journals/coap/coap81.html#ZengP22;81;2022.0
7995618;Leandro da Fonseca Prudente|Orizon P. Ferreira|R. Díaz Millán;;0000-0001-6384-5949|0000-0002-5758-0320|0000-0003-1098-4317;;;;;;;;;https://doi.org/10.1007/s10589-021-00293-4;;;Comput. Optim. Appl.;journals/coap/MillanFP21;2022-10-02;;;;;1;245-269;;;;;;;Alternating conditional gradient method for convex feasibility problems.;;;db/journals/coap/coap80.html#MillanFP21;80;2021.0
7995619;Howard Shek|Walter Murray;;;;;;;;;;;https://doi.org/10.1007/s10589-012-9471-1;;;Comput. Optim. Appl.;journals/coap/MurrayS12;2020-07-14;;;;;3;681-709;;;;;;;A local relaxation method for the cardinality constrained portfolio optimization problem.;;;db/journals/coap/coap53.html#MurrayS12;53;2012.0
7995620;Bjarni Kristjansson|Cormac Lucas|Gautam Mitra|Shirley Moody;;;;;;;;;;;https://doi.org/10.1007/BF01300874;;;Comput. Optim. Appl.;journals/coap/MitraLMK95;2020-07-14;;;;;3;263-283;;;;;;;Sets and indices in linear programming modelling and their integration with relational data models.;;;db/journals/coap/coap4.html#MitraLMK95;4;1995.0
7995621;Jue Xue;;;;;;;;;;;https://doi.org/10.1023/A:1018370201421;;;Comput. Optim. Appl.;journals/coap/Xue98;2020-07-14;;;;;1;53-64;;;;;;;Solving the Minimum Weighted Integer Coloring Problem.;;;db/journals/coap/coap11.html#Xue98;11;1998.0
7995622;Dominique Orban|Nicholas I. M. Gould|Philippe L. Toint;;0000-0002-1031-1588|0000-0002-6166-1860;;;;;;;;;https://doi.org/10.1007/s10589-014-9687-3|https://www.wikidata.org/entity/Q58185665;;;Comput. Optim. Appl.;journals/coap/GouldOT15;2020-07-14;;;;;3;545-557;;;;;;;CUTEst: a Constrained and Unconstrained Testing Environment with safe threads for mathematical optimization.;;;db/journals/coap/coap60.html#GouldOT15;60;2015.0
7995623;Andrew Lim 0001|Brian Rodrigues|Gaofeng Huang;;0000-0003-0510-8080;;;;;;;;;https://doi.org/10.1007/s10589-007-9018-z;;;Comput. Optim. Appl.;journals/coap/HuangLR07;2020-07-14;;;;;2;219-229;;;;;;;A local search using solution fragments for the 2-machine bicriteria scheduling problem.;;;db/journals/coap/coap37.html#HuangLR07;37;2007.0
7995624;Alex Verstak|Jian He 0003|Layne T. Watson|Masha Sosonkina;;;;;;;;;;;https://doi.org/10.1007/s10589-007-9092-2;;;Comput. Optim. Appl.;journals/coap/HeVWS08;2025-11-28;;;;;2;217-245;;;;;;;Design and implementation of a massively parallel version of DIRECT.;;;db/journals/coap/coap40.html#HeVWS08;40;2008.0
7995625;Maurice Clerc|Patrick Siarry|Yann Cooren;;;;;;;;;;;https://doi.org/10.1007/s10589-009-9284-z;;;Comput. Optim. Appl.;journals/coap/CoorenCS11;2020-07-14;;;;;2;379-400;;;;;;;MO-TRIBES, an adaptive multiobjective particle swarm optimization algorithm.;;;db/journals/coap/coap49.html#CoorenCS11;49;2011.0
7995626;Silvia Bonettini|Valeria Ruggiero;;0000-0003-2936-365X;;;;;;;;;https://doi.org/10.1007/s10589-014-9650-3;;;Comput. Optim. Appl.;journals/coap/BonettiniR14;2020-07-14;;;;;3;511-540;;;;;;;An alternating extragradient method with non euclidean projections for saddle point problems.;;;db/journals/coap/coap59.html#BonettiniR14;59;2014.0
7995627;Jannis Kurtz|Nicolas Kämmerling;;0000-0003-1570-7044;;;;;;;;;https://doi.org/10.1007/s10589-020-00207-w;oa;;Comput. Optim. Appl.;journals/coap/KammerlingK20;2021-07-13;;;;;2;539-569;;;;;;;Oracle-based algorithms for binary two-stage robust optimization.;;;db/journals/coap/coap77.html#KammerlingK20;77;2020.0
7995628;Edward C. Sewell|Gio K. Kao|Shane N. Hall|Sheldon H. Jacobson;;0000-0002-5860-0311|0000-0002-9042-8750;;;;;;;;;https://doi.org/10.1007/s10589-010-9378-7;;U|i|i|r;Comput. Optim. Appl.;journals/coap/KaoSJH12;2020-07-14;;;;;3;1253-1274;;;;;;;New dominance rules and exploration strategies for the 1|;;;db/journals/coap/coap51.html#KaoSJH12;51;2012.0
7995629;Paulo J. S. Silva|Thiago A. de André;;0000-0003-1340-965X;;;;;;;;;https://doi.org/10.1007/s10589-008-9232-3;;;Comput. Optim. Appl.;journals/coap/AndreS10;2020-07-14;;;;;3;401-429;;;;;;;Exact penalties for variational inequalities with applications to nonlinear complementarity problems.;;;db/journals/coap/coap47.html#AndreS10;47;2010.0
7995630;Harry Oviedo|Jean-Paul Chehab|Marcos Raydan;;0000-0001-9139-0881|0000-0003-0417-7981;;;;;;;;;https://doi.org/10.1007/s10589-024-00630-3;;;Comput. Optim. Appl.;journals/coap/ChehabOR25;2025-03-03;January;;;;1;1-26;;;;streams/journals/coap;;;Optimization schemes on manifolds for structured matrices with fixed eigenvalues.;;;db/journals/coap/coap90.html#ChehabOR25;90;2025.0
7995631;Rui-Jin Zhang|Xin-Wei Liu|Yu-Hong Dai;;;;;;;;;;;https://doi.org/10.1007/s10589-024-00558-8;;;Comput. Optim. Appl.;journals/coap/ZhangLD24;2024-05-02;May;;;;1;1-36;;;;;;;IPRSDP: a primal-dual interior-point relaxation algorithm for semidefinite programming.;;;db/journals/coap/coap88.html#ZhangLD24;88;2024.0
7995632;Martin Meinel|Michael Ulbrich|Sebastian Albrecht 0001;;0000-0002-4320-8616;;;;;;;;;https://doi.org/10.1007/s10589-013-9609-9;;;Comput. Optim. Appl.;journals/coap/MeinelUA14;2020-07-14;;;;;3;517-553;;;;;;;A class of distributed optimization methods with event-triggered communication.;;;db/journals/coap/coap57.html#MeinelUA14;57;2014.0
7995633;Dao Li Zhu|Patrice Marcotte;;;;;;;;;;;https://doi.org/10.1007/BF01302892;;;Comput. Optim. Appl.;journals/coap/MarcotteZ95;2020-07-14;;;;;2;127-138;;;;;;;Global convergence of descent processes for solving non strictly monotone variational inequalities.;;;db/journals/coap/coap4.html#MarcotteZ95;4;1995.0
7995634;Antoine Laurain|Michael Hintermüller;;0000-0001-9471-2479|0000-0002-8733-5190;;;;;;;;;https://doi.org/10.1007/s10589-008-9201-x|https://www.wikidata.org/entity/Q115155180;;;Comput. Optim. Appl.;journals/coap/HintermullerL10;2023-08-28;;;;;3;535-569;;;;;;;A shape and topology optimization technique for solving a class of linear complementarity problems in function space.;;;db/journals/coap/coap46.html#HintermullerL10;46;2010.0
7995635;Ana Friedlander|Andreas Fischer 0004;;0000-0001-7703-1655;;;;;;;;;https://doi.org/10.1007/s10589-009-9267-0|https://www.wikidata.org/entity/Q113107257;;;Comput. Optim. Appl.;journals/coap/FischerF10;2024-05-07;;;;;2;333-346;;;;;;;A new line search inexact restoration approach for nonlinear programming.;;;db/journals/coap/coap46.html#FischerF10;46;2010.0
7995636;;;;;;;;;;;;https://doi.org/10.1007/s10589-009-9304-z;;;Comput. Optim. Appl.;journals/coap/X09;2020-07-14;;;;;3;521-524;;;;;;;COAP 2008 best paper award: Paper of M. Weiser, T. Gänzler, and A. Schiela.;;;db/journals/coap/coap44.html#X09;44;2009.0
7995637;M. Montaz Ali|Wenxing Zhu;;0000-0003-0864-8146;;;;;;;;;https://doi.org/10.1007/s10589-012-9498-3|https://www.wikidata.org/entity/Q57931931;;;Comput. Optim. Appl.;journals/coap/AliZ13;2024-07-06;;;;;3;707-739;;;;;;;A penalty function-based differential evolution algorithm for constrained global optimization.;;;db/journals/coap/coap54.html#AliZ13;54;2013.0
7995638;E. Loli Piccolomini|Elena Morotti|Luca Zanni|Vanna Lisa Coli;;0000-0002-4283-2994|0000-0002-4777-3217|0000-0002-9951-3564;;;;;;;;;https://doi.org/10.1007/s10589-017-9961-2;;;Comput. Optim. Appl.;journals/coap/PiccolominiCMZ18;2021-09-23;;;;;1;171-191;;;;;;;Reconstruction of 3D X-ray CT images from reduced sampling by a scaled gradient projection algorithm.;;;db/journals/coap/coap71.html#PiccolominiCMZ18;71;2018.0
7995639;Hezhi Luo|Huixian Wu|Weiqiang Xu|Xianye Zhang;;0000-0001-9385-5697;;;;;;;;;https://doi.org/10.1007/s10589-023-00485-0;;;Comput. Optim. Appl.;journals/coap/LuoZWX23;2023-08-18;September;;;;1;199-240;;;;;;;Effective algorithms for separable nonconvex quadratic programming with one quadratic and box constraints.;;;db/journals/coap/coap86.html#LuoZWX23;86;2023.0
7995640;Abdel Lisser|Gérard Plateau|Nelson Maculan|Rafael Andrade 0001;;0000-0003-2562-412X;;;;;;;;;https://doi.org/10.1023/B:COAP.0000042027.65400.b3;;;Comput. Optim. Appl.;journals/coap/AndradeLMP04;2020-07-14;;;;;2;127-146;;;;;;;Telecommunication Network Capacity Design for Uncertain Demand.;;;db/journals/coap/coap29.html#AndradeLMP04;29;2004.0
7995641;Christian Kirches|Christoph Hansknecht|Paul Manns;;0000-0003-3948-9344;;;;;;;;;https://doi.org/10.1007/s10589-024-00564-w;oa;;Comput. Optim. Appl.;journals/coap/HansknechtKM24;2024-06-08;June;;;;2;567-601;;;;;;;Convergence of successive linear programming algorithms for noisy functions.;;;db/journals/coap/coap88.html#HansknechtKM24;88;2024.0
7995642;Elizabeth Ferreira Gouvea Goldbarg|Islame F. C. Fernandes|Marco César Goldbarg|Sílvia M. D. M. Maia;;0000-0002-2265-4692;;;;;;;;;https://doi.org/10.1007/s10589-019-00154-1|https://www.wikidata.org/entity/Q126800609;;;Comput. Optim. Appl.;journals/coap/FernandesGMG20;2025-01-19;;;;;2;561-605;;;;;;;Empirical study of exact algorithms for the multi-objective spanning tree.;;;db/journals/coap/coap75.html#FernandesGMG20;75;2020.0
7995643;Chongyang Liu|Kok Lay Teo|Ryan C. Loxton;;0000-0001-9821-2885;;;;;;;;;https://doi.org/10.1007/s10589-013-9632-x;;;Comput. Optim. Appl.;journals/coap/LiuLT14;2020-07-14;;;;;1-2;285-306;;;;;;;Optimal parameter selection for nonlinear multistage systems with time-delays.;;;db/journals/coap/coap59.html#LiuLT14;59;2014.0
7995644;C. Yalçin Kaya;;0000-0001-7962-7153;;;;;;;;;https://doi.org/10.1007/s10589-019-00076-y;;;Comput. Optim. Appl.;journals/coap/Kaya19;2020-07-14;;;;;2;647-677;;;;;;;Markov-Dubins interpolating curves.;;;db/journals/coap/coap73.html#Kaya19;73;2019.0
7995645;Jianjun Liu|Xiangmin Xu|Xuehui Cui;;;;;;;;;;;https://doi.org/10.1007/s10589-017-9941-6;;;Comput. Optim. Appl.;journals/coap/LiuXC18;2020-07-14;;;;;1;77-97;;;;;;;An accelerated nonmonotone trust region method with adaptive trust region for unconstrained optimization.;;;db/journals/coap/coap69.html#LiuXC18;69;2018.0
7995646;Mohamed A. Tawhid;;0000-0002-3231-0594;;;;;;;;;https://doi.org/10.1007/s10589-007-9052-x;;H;Comput. Optim. Appl.;journals/coap/Tawhid08;2020-07-14;;;;;1;51-74;;;;;;;An application of ;;;db/journals/coap/coap39.html#Tawhid08;39;2008.0
7995647;Soon-Yi Wu|Ting-Jang Shiu;;;;;;;;;;;https://doi.org/10.1007/s10589-011-9452-9;;;Comput. Optim. Appl.;journals/coap/ShiuW12;2020-07-14;;;;;1;91-113;;;;;;;Relaxed cutting plane method with convexification for solving nonlinear semi-infinite programming problems.;;;db/journals/coap/coap53.html#ShiuW12;53;2012.0
7995648;Warren L. Hare;;;;;;;;;;;https://doi.org/10.1007/s10589-005-3059-4;;;Comput. Optim. Appl.;journals/coap/Hare06;2020-07-14;;;;;2-3;249-270;;;;;;;Functions and Sets of Smooth Substructure: Relationships and Examples.;;;db/journals/coap/coap33.html#Hare06;33;2006.0
7995649;Lei-Hong Zhang;;;;;;;;;;;https://doi.org/10.1007/s10589-012-9479-6;;;Comput. Optim. Appl.;journals/coap/Zhang13;2020-07-14;;;;;1;111-139;;;;;;;On optimizing the sum of the Rayleigh quotient and the generalized Rayleigh quotient on the unit sphere.;;;db/journals/coap/coap54.html#Zhang13;54;2013.0
7995650;Domingo A. Tarzia|Mahdi Boukrouche;;0000-0002-2813-0419;;;;;;;;;https://doi.org/10.1007/s10589-011-9438-7;;;Comput. Optim. Appl.;journals/coap/BoukroucheT12;2022-06-23;;;;;2;375-393;;;;;;;Convergence of distributed optimal control problems governed by elliptic variational inequalities.;;;db/journals/coap/coap53.html#BoukroucheT12;53;2012.0
7995651;Bernard Haasdonk|Markus A. Dihlmann;;;;;;;;;;;https://doi.org/10.1007/s10589-014-9697-1;;;Comput. Optim. Appl.;journals/coap/DihlmannH15;2020-07-14;;;;;3;753-787;;;;;;;Certified PDE-constrained parameter optimization using reduced basis surrogate models for evolution problems.;;;db/journals/coap/coap60.html#DihlmannH15;60;2015.0
